last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area
4300000.0,37.0,2017-08-08T00:00:00,1,,35.0,14.0,15,10.4
5600000.0,54.1,2018-10-22T00:00:00,2,2.5,9.0,29.3,8,8.4
9500000.0,60.8,2019-03-18T00:00:00,2,,12.0,35.2,5,11.1
3150000.0,49.7,2018-03-30T00:00:00,2,2.58,5.0,27.8,5,9.7
4400000.0,50.0,2016-10-11T00:00:00,2,,9.0,30.4,2,6.2
7000000.0,65.0,2018-12-06T00:00:00,3,2.6,14.0,41.7,8,8.0
8000000.0,74.5,2019-04-08T00:00:00,4,2.55,14.0,46.5,5,7.7
4350000.0,42.0,2017-10-15T00:00:00,2,,5.0,24.0,5,7.0
3200000.0,46.3,2018-03-31T00:00:00,2,2.5,3.0,29.2,2,7.0
4931398.0,42.9,2018-07-23T00:00:00,1,3.15,4.0,20.39,3,10.29
3700000.0,37.0,2017-10-30T00:00:00,1,2.6,15.0,19.0,2,9.0
5250000.0,57.1,2019-02-03T00:00:00,3,,9.0,39.0,1,6.2
8400000.0,87.3,2016-01-25T00:00:00,3,,12.0,50.5,2,12.4
1950000.0,55.0,2016-05-24T00:00:00,2,,3.0,34.0,2,8.5
3750000.0,44.6,2017-12-16T00:00:00,1,,19.0,18.9,6,13.2
4800000.0,57.6,2018-03-06T00:00:00,3,2.5,9.0,39.2,9,6.2
6775000.0,72.34,2018-10-29T00:00:00,3,,16.0,,1,11.63
20370000.0,93.3,2016-06-30T00:00:00,2,3.0,8.0,41.2,6,25.6
4238000.0,39.6,2019-03-04T00:00:00,1,2.6,19.0,19.4,2,10.1
2600000.0,29.4,2018-02-28T00:00:00,1,2.5,5.0,15.2,1,7.2
4300000.0,46.0,2018-01-20T00:00:00,2,,5.0,,3,
3200000.0,36.0,2017-04-25T00:00:00,1,,9.0,18.0,1,9.0
5300000.0,49.0,2016-11-09T00:00:00,3,,3.0,30.0,3,7.0
3400000.0,30.6,2017-07-06T00:00:00,1,,5.0,16.7,4,5.5
6995000.0,59.0,2017-12-11T00:00:00,2,,16.0,,6,
3700000.0,28.9,2017-11-09T00:00:00,0,,17.0,19.9,3,
3400000.0,69.0,2018-05-22T00:00:00,3,2.55,6.0,43.0,6,8.2
14700000.0,88.6,2019-02-27T00:00:00,3,2.7,7.0,,2,11.8
5300000.0,53.3,2018-04-05T00:00:00,2,3.0,5.0,34.0,1,8.0
3990000.0,40.3,2016-06-18T00:00:00,1,,10.0,18.6,5,11.0
2590000.0,31.5,2017-05-30T00:00:00,1,2.53,5.0,17.8,5,5.2
9900000.0,77.6,2018-10-18T00:00:00,2,2.75,16.0,43.5,9,12.0
9500000.0,78.0,2018-11-14T00:00:00,3,2.75,25.0,47.0,22,10.5
4450000.0,36.0,2017-12-12T00:00:00,1,4.19,5.0,18.0,1,8.0
19370000.0,90.3,2018-02-01T00:00:00,2,,8.0,48.4,4,19.1
7800000.0,72.0,2017-11-10T00:00:00,3,,24.0,42.1,13,11.7
4100000.0,43.0,2018-02-22T00:00:00,1,2.65,13.0,19.0,9,9.0
1550000.0,56.0,2016-05-06T00:00:00,3,,3.0,43.0,1,6.0
5200000.0,68.0,2017-08-16T00:00:00,3,2.6,9.0,46.0,1,9.3
2870000.0,34.14,2018-07-07T00:00:00,1,2.5,9.0,19.7,7,7.0
4950000.0,70.0,2018-11-17T00:00:00,3,2.7,17.0,42.0,2,9.5
5400000.0,52.0,2018-08-15T00:00:00,3,,9.0,35.2,9,6.8
3100000.0,33.3,2016-07-12T00:00:00,1,2.54,14.0,17.5,8,7.3
4300000.0,45.3,2016-06-28T00:00:00,1,,10.0,19.0,10,
850000.0,48.0,2016-03-11T00:00:00,2,,5.0,,5,
3600000.0,50.2,2016-05-26T00:00:00,2,2.54,9.0,30.900002,6,6.2
4950000.0,45.0,2018-06-20T00:00:00,1,,25.0,16.0,2,14.4
5595000.0,58.6,2016-05-11T00:00:00,3,2.54,9.0,40.5,5,
14400000.0,103.3,2019-01-06T00:00:00,3,,25.0,,9,
8484786.0,60.0,2015-12-30T00:00:00,2,2.7,18.0,,17,
2850000.0,37.4,2018-06-15T00:00:00,1,2.8,12.0,18.7,5,9.8
50000000.0,145.0,2018-08-10T00:00:00,5,2.75,9.0,72.0,8,26.0
3590000.0,48.0,2018-02-08T00:00:00,1,,20.0,21.7,12,13.0
2100000.0,24.0,2017-11-10T00:00:00,0,,10.0,18.0,6,
4100000.0,45.2,2017-12-06T00:00:00,2,2.9,2.0,20.0,1,5.4
3050000.0,68.0,2018-09-12T00:00:00,3,2.5,5.0,39.0,5,9.0
7150000.0,55.0,2019-01-22T00:00:00,2,2.6,12.0,29.6,11,8.9
4280000.0,62.0,2017-07-06T00:00:00,3,,9.0,42.0,9,6.3
8950000.0,74.0,2018-10-21T00:00:00,3,2.7,14.0,43.2,8,11.2
5800000.0,73.0,2017-11-27T00:00:00,3,2.53,9.0,48.3,6,7.8
3600000.0,51.0,2017-11-03T00:00:00,2,2.65,9.0,31.0,3,8.0
9890000.0,77.1,2017-12-12T00:00:00,2,2.75,16.0,41.4,6,10.0
4134000.0,68.5,2018-10-29T00:00:00,2,2.8,9.0,34.2,1,10.7
3400000.0,38.5,2018-02-05T00:00:00,1,,14.0,16.7,3,13.6
15884000.0,72.2,2017-03-04T00:00:00,2,,7.0,37.9,3,17.1
6400000.0,56.7,2018-03-27T00:00:00,2,,,32.0,12,12.0
2850000.0,49.8,2018-02-10T00:00:00,2,,4.0,,1,
2890000.0,71.0,2018-03-22T00:00:00,2,2.7,11.0,37.8,2,11.7
5500000.0,52.0,2018-03-25T00:00:00,2,2.7,16.0,30.0,6,10.3
6350000.0,54.3,2018-09-06T00:00:00,2,,17.0,29.5,15,8.6
10200000.0,73.0,2018-03-24T00:00:00,3,3.0,7.0,49.0,2,9.0
8000000.0,72.0,2018-02-01T00:00:00,3,2.65,12.0,48.0,2,7.0
8100000.0,65.0,2016-05-10T00:00:00,2,,5.0,40.0,5,9.0
4150000.0,47.0,2018-10-24T00:00:00,2,2.5,5.0,33.0,3,7.0
9300000.0,125.5,2019-02-12T00:00:00,4,3.36,5.0,75.2,4,17.8
7700000.0,85.0,2018-06-21T00:00:00,3,3.0,4.0,56.0,3,12.0
7799999.0,82.8,2016-09-17T00:00:00,4,2.8,17.0,53.8,1,
33000000.0,240.0,2018-08-20T00:00:00,6,,8.0,184.0,4,21.0
11300000.0,51.0,2017-04-21T00:00:00,2,2.95,6.0,31.5,3,7.2
2100000.0,31.4,2017-05-24T00:00:00,1,2.6,3.0,16.7,1,6.0
8350000.0,69.0,2016-07-27T00:00:00,3,3.38,5.0,48.1,5,9.3
1850000.0,62.5,2017-12-26T00:00:00,3,,5.0,,5,
4600000.0,43.5,2019-04-20T00:00:00,1,2.7,10.0,20.3,2,11.5
3150000.0,37.0,2017-02-15T00:00:00,1,2.7,27.0,11.0,18,14.0
750000.0,41.0,2018-10-14T00:00:00,2,2.55,5.0,27.0,4,5.5
4250000.0,69.3,2017-11-16T00:00:00,3,3.2,4.0,42.2,4,10.1
5400000.0,46.5,2016-04-06T00:00:00,1,2.7,12.0,16.3,11,17.4
5200000.0,74.3,2018-04-11T00:00:00,3,,5.0,46.8,3,9.9
900000.0,61.4,2018-02-03T00:00:00,3,2.7,2.0,40.0,2,9.5
6400000.0,54.0,2017-04-14T00:00:00,2,,11.0,29.0,7,8.0
45900000.0,143.0,2014-12-09T00:00:00,2,3.3,8.0,83.5,6,19.4
9800000.0,105.0,2016-04-26T00:00:00,4,3.5,5.0,55.0,4,13.0
8160000.0,83.2,2019-04-22T00:00:00,3,,18.0,45.4,4,15.6
3150000.0,37.0,2015-11-25T00:00:00,1,2.6,5.0,16.0,3,9.0
6600000.0,84.4,2018-02-01T00:00:00,4,,12.0,52.6,12,8.7
4000000.0,57.6,2018-08-14T00:00:00,2,2.65,8.0,35.1,7,8.1
2150000.0,31.4,2018-03-06T00:00:00,1,,3.0,18.3,2,5.5
21600000.0,113.0,2017-07-17T00:00:00,3,2.8,10.0,56.5,10,12.0
1550000.0,46.8,2019-02-12T00:00:00,1,2.5,9.0,18.1,7,15.0
7444176.0,71.37,2018-02-16T00:00:00,3,2.7,8.0,36.95,7,21.87
1800000.0,48.7,2018-07-05T00:00:00,2,2.7,5.0,29.7,4,6.7
6600000.0,95.0,2018-09-08T00:00:00,2,4.5,7.0,45.0,7,25.0
5950000.0,55.8,2019-03-19T00:00:00,3,2.5,5.0,39.0,1,7.0
8000000.0,80.0,2019-02-27T00:00:00,2,3.1,3.0,50.0,2,18.0
13100000.0,65.0,2016-09-15T00:00:00,2,3.2,10.0,31.0,9,11.0
4000000.0,37.0,2017-12-13T00:00:00,1,2.6,15.0,,14,
4150000.0,38.8,2016-06-07T00:00:00,2,,5.0,23.7,4,7.8
1170000.0,43.0,2016-02-11T00:00:00,2,,2.0,30.0,2,5.0
3500000.0,31.2,2016-12-21T00:00:00,1,2.55,5.0,18.3,5,5.4
3700000.0,53.0,2017-05-19T00:00:00,2,,5.0,29.8,4,8.6
2000000.0,80.0,2018-01-03T00:00:00,3,,1.0,48.5,1,10.0
4800000.0,52.0,2016-05-20T00:00:00,2,,12.0,31.0,2,8.0
6000000.0,43.0,2018-11-12T00:00:00,2,2.9,4.0,29.3,2,3.2
7455637.0,63.6,2019-01-10T00:00:00,1,,4.0,,3,12.27
3900000.0,37.7,2018-01-11T00:00:00,1,2.7,17.0,16.0,14,10.7
3650000.0,48.3,2017-01-25T00:00:00,4,2.6,5.0,36.8,1,5.2
3950000.0,78.0,2017-09-27T00:00:00,4,2.5,9.0,56.0,1,10.0
3400000.0,46.0,2017-09-16T00:00:00,2,,5.0,32.0,4,7.0
6000000.0,55.0,2018-09-02T00:00:00,2,2.66,16.0,31.0,7,11.0
2653525.0,38.2,2018-03-06T00:00:00,1,,9.0,25.8,5,
4000000.0,58.2,2018-04-19T00:00:00,3,,2.0,41.0,2,7.0
3600000.0,40.0,2017-10-10T00:00:00,1,,12.0,20.0,7,8.2
8700000.0,70.0,2016-06-24T00:00:00,2,,25.0,36.0,1,13.0
8000000.0,68.0,2019-04-22T00:00:00,3,2.64,12.0,44.0,3,8.0
3900000.0,52.0,2017-12-06T00:00:00,3,,5.0,38.0,5,4.8
11748225.0,82.0,2017-06-29T00:00:00,2,,5.0,34.0,4,16.0
4700000.0,63.0,2017-05-01T00:00:00,2,,10.0,31.2,6,10.2
6700000.0,66.0,2017-02-18T00:00:00,2,,16.0,40.0,14,13.0
5600000.0,56.14,2015-06-19T00:00:00,2,2.75,14.0,,11,14.0
5700000.0,88.0,2018-06-06T00:00:00,3,,7.0,52.4,3,15.0
5300000.0,38.0,2016-01-25T00:00:00,1,,18.0,19.2,12,9.0
5500000.0,62.0,2018-07-15T00:00:00,3,2.6,9.0,,9,
2300000.0,37.0,2017-07-27T00:00:00,1,2.55,5.0,19.3,2,9.1
4900000.0,46.9,2018-02-12T00:00:00,1,,20.0,,8,
3050000.0,32.17,2017-09-27T00:00:00,1,2.75,21.0,15.03,9,10.39
6500000.0,49.0,2018-02-21T00:00:00,1,,19.0,,15,
5250000.0,36.0,2019-03-07T00:00:00,1,2.52,10.0,15.4,7,11.5
5950000.0,58.0,2019-02-21T00:00:00,3,2.56,9.0,40.0,4,6.3
5400000.0,43.0,2018-05-23T00:00:00,1,,18.0,,4,
3440000.0,39.2,2017-09-17T00:00:00,1,,14.0,21.9,14,7.1
4050000.0,31.0,2019-03-29T00:00:00,1,2.5,6.0,19.0,3,6.0
3350000.0,36.0,2017-07-07T00:00:00,1,,13.0,15.5,7,11.0
4200000.0,45.0,2018-10-17T00:00:00,2,2.5,9.0,28.0,2,8.0
8900000.0,76.0,2017-08-13T00:00:00,3,3.35,6.0,45.0,4,15.0
22100000.0,90.5,2018-04-20T00:00:00,3,3.2,6.0,61.0,4,12.9
3500000.0,33.0,2017-01-25T00:00:00,1,2.7,9.0,,5,
7950000.0,70.0,2015-08-31T00:00:00,3,,5.0,47.0,4,13.0
4250000.0,34.47,2018-12-26T00:00:00,1,2.5,25.0,18.0,8,10.89
700000.0,29.0,2016-04-23T00:00:00,1,,5.0,17.0,5,5.5
26300000.0,170.0,2017-09-05T00:00:00,4,2.8,12.0,94.0,12,22.0
37000000.0,172.0,2017-11-12T00:00:00,4,3.0,23.0,99.0,10,21.0
140000000.0,631.0,2019-03-30T00:00:00,7,,5.0,,5,60.0
4450000.0,36.4,2017-03-15T00:00:00,1,2.7,7.0,18.9,4,7.0
13900000.0,178.0,2016-04-07T00:00:00,4,,16.0,124.0,4,17.0
7130000.0,51.0,2018-06-13T00:00:00,2,2.5,17.0,29.5,13,8.2
6900000.0,54.8,2018-03-02T00:00:00,2,,7.0,34.8,2,8.3
4500000.0,44.8,2018-08-08T00:00:00,1,2.6,10.0,20.0,3,13.3
2590000.0,42.8,2017-09-27T00:00:00,1,2.6,10.0,18.6,9,10.8
3550000.0,38.0,2018-11-12T00:00:00,1,2.5,5.0,,4,
2300000.0,38.0,2018-03-04T00:00:00,1,,20.0,19.0,7,9.3
5000000.0,59.9,2015-11-09T00:00:00,2,2.65,22.0,36.1,6,12.5
5490000.0,66.5,2017-11-29T00:00:00,2,2.7,17.0,37.2,1,11.6
7500000.0,71.5,2018-02-22T00:00:00,3,2.55,16.0,46.0,10,13.0
8835000.0,59.8,2019-04-17T00:00:00,2,2.65,25.0,,14,
7200000.0,75.7,2016-01-13T00:00:00,3,2.5,2.0,47.9,2,10.2
7700000.0,80.8,2018-08-13T00:00:00,3,2.54,8.0,49.2,7,10.9
3600000.0,31.0,2018-11-14T00:00:00,1,,5.0,17.0,3,5.2
4907999.0,45.89,2018-07-01T00:00:00,2,,21.0,,12,11.53
8500000.0,78.2,2017-10-13T00:00:00,3,2.7,16.0,46.2,1,15.0
5400000.0,62.0,2015-10-14T00:00:00,3,,6.0,44.0,2,6.0
3550000.0,36.0,2017-09-26T00:00:00,1,2.5,9.0,17.0,3,8.0
8900000.0,68.8,2017-05-18T00:00:00,3,2.7,5.0,54.9,3,7.0
4350000.0,46.0,2016-10-09T00:00:00,2,2.62,5.0,,4,
3590000.0,39.0,2018-02-12T00:00:00,1,,16.0,20.0,7,7.0
3100000.0,31.2,2018-09-26T00:00:00,1,2.5,5.0,17.3,2,5.7
2300000.0,37.0,2019-03-17T00:00:00,2,2.5,9.0,27.0,5,
5250000.0,71.0,2019-03-19T00:00:00,3,2.65,12.0,43.0,5,11.0
2600000.0,70.7,2016-05-23T00:00:00,4,2.8,2.0,52.9,1,7.3
3080000.0,67.8,2019-01-11T00:00:00,3,,2.0,41.7,1,8.3
11900000.0,125.0,2016-03-04T00:00:00,3,3.35,4.0,77.0,2,16.0
33000000.0,232.0,2019-01-23T00:00:00,5,3.86,6.0,144.5,3,15.0
2170000.0,31.0,2017-12-30T00:00:00,0,2.6,12.0,,12,
2900000.0,75.0,2018-11-12T00:00:00,3,32.0,3.0,53.0,2,8.0
4650000.0,55.0,2016-02-08T00:00:00,2,,15.0,28.0,1,12.0
2500000.0,42.0,2015-09-03T00:00:00,1,,3.0,17.0,3,12.0
5999000.0,47.8,2018-12-14T00:00:00,1,2.5,11.0,18.8,4,11.4
3550000.0,35.0,2015-12-23T00:00:00,1,2.6,24.0,17.0,3,10.0
4500000.0,51.0,2019-04-30T00:00:00,2,2.5,9.0,29.0,7,8.0
7800000.0,81.4,2018-06-03T00:00:00,2,2.7,5.0,41.1,5,12.6
13800000.0,114.0,2015-08-28T00:00:00,4,2.7,10.0,77.0,7,10.0
3350000.0,43.8,2016-08-05T00:00:00,1,,5.0,29.0,4,5.68
12800000.0,114.0,2018-06-27T00:00:00,3,2.55,15.0,,2,
5750000.0,86.0,2018-03-23T00:00:00,3,2.75,19.0,56.9,17,10.5
37000000.0,155.2,2016-09-07T00:00:00,3,3.08,15.0,,13,
5600000.0,58.0,2016-02-27T00:00:00,2,,8.0,31.0,5,10.0
9000000.0,101.0,2018-03-20T00:00:00,4,3.0,7.0,68.6,7,10.0
6100000.0,72.0,2017-07-04T00:00:00,4,,5.0,,3,
1500000.0,30.0,2017-09-27T00:00:00,1,,2.0,17.0,1,5.0
2950000.0,73.9,2018-01-05T00:00:00,3,2.5,5.0,47.8,3,9.0
11866860.0,107.8,2017-10-03T00:00:00,4,2.7,11.0,67.8,9,10.9
4750000.0,34.4,2018-07-24T00:00:00,1,2.7,25.0,16.0,25,10.2
6350000.0,73.0,2016-06-28T00:00:00,3,,10.0,43.6,6,8.8
2890000.0,31.0,2017-12-06T00:00:00,1,2.5,9.0,18.0,4,7.0
2950000.0,45.5,2017-02-04T00:00:00,1,2.65,25.0,18.0,22,10.55
9520000.0,85.1,2017-02-21T00:00:00,3,2.8,11.0,50.3,9,11.7
3300000.0,35.6,2017-05-26T00:00:00,1,2.5,12.0,21.3,9,7.0
5200000.0,61.9,2017-10-31T00:00:00,3,2.5,12.0,42.2,7,7.1
4800000.0,44.5,2019-03-27T00:00:00,2,3.2,6.0,33.0,6,7.0
14500000.0,107.0,2015-05-13T00:00:00,3,,10.0,73.0,4,33.0
4670000.0,35.8,2019-02-27T00:00:00,1,2.7,16.0,14.3,3,9.8
7700000.0,72.3,2019-02-02T00:00:00,3,2.5,9.0,46.6,5,8.0
1800000.0,45.7,2018-09-22T00:00:00,2,2.5,5.0,28.5,5,5.2
3900000.0,73.5,2016-04-12T00:00:00,3,,5.0,46.4,5,8.3
3590000.0,31.0,2016-06-03T00:00:00,1,2.5,5.0,17.0,4,6.0
4800000.0,63.3,2017-05-30T00:00:00,2,,19.0,31.0,19,12.0
2650000.0,49.7,2018-08-22T00:00:00,2,2.7,3.0,29.7,3,8.2
6300000.0,66.0,2015-02-11T00:00:00,3,3.1,5.0,42.0,1,11.0
3190000.0,36.1,2017-09-10T00:00:00,1,2.64,9.0,15.0,5,10.2
3850000.0,64.5,2017-05-18T00:00:00,3,3.2,3.0,47.8,3,8.0
4700000.0,74.2,2017-11-27T00:00:00,4,2.5,9.0,48.8,4,6.3
4600000.0,44.2,2019-01-28T00:00:00,2,2.6,9.0,27.3,4,6.6
3800000.0,27.0,2016-05-17T00:00:00,1,,14.0,18.0,8,
3500000.0,47.9,2018-12-18T00:00:00,2,2.5,5.0,32.0,2,11.0
4647000.0,61.5,2018-11-12T00:00:00,2,,17.0,32.0,5,11.7
4500000.0,62.0,2018-02-01T00:00:00,2,2.65,10.0,35.9,6,10.8
5000000.0,60.0,2018-02-01T00:00:00,3,2.6,9.0,43.0,4,6.5
5100000.0,73.3,2019-03-02T00:00:00,3,3.5,5.0,42.0,1,12.0
2000000.0,46.0,2018-02-01T00:00:00,2,,5.0,27.5,1,7.0
2700000.0,51.0,2018-02-24T00:00:00,3,2.7,5.0,35.0,1,6.0
2690000.0,25.6,2018-02-19T00:00:00,1,2.5,9.0,16.2,7,3.8
19000000.0,123.2,2018-12-17T00:00:00,3,3.8,5.0,65.3,4,36.2
4400000.0,40.0,2019-01-10T00:00:00,1,2.7,12.0,20.0,9,8.3
4100000.0,44.0,2018-02-20T00:00:00,2,,5.0,27.0,2,7.0
7300000.0,79.8,2018-12-22T00:00:00,3,,12.0,47.4,12,14.9
10912400.0,68.0,2018-12-19T00:00:00,1,,10.0,,5,
4050000.0,44.5,2018-07-26T00:00:00,2,,5.0,28.2,2,6.0
3390000.0,42.2,2014-12-19T00:00:00,1,,16.0,17.5,10,10.0
3270000.0,43.0,2016-02-21T00:00:00,3,,5.0,31.0,2,6.0
3500000.0,42.0,2017-06-05T00:00:00,3,,5.0,30.0,5,5.5
2080000.0,32.7,2018-02-01T00:00:00,1,,9.0,17.0,8,7.0
3420000.0,32.0,2018-09-08T00:00:00,1,2.7,25.0,16.7,23,8.1
6507813.0,62.5,2017-02-14T00:00:00,1,3.0,23.0,22.5,5,10.51
6190000.0,69.0,2016-06-30T00:00:00,3,,5.0,46.1,2,6.3
3200000.0,33.6,2017-09-27T00:00:00,1,2.52,9.0,20.5,4,5.8
4250000.0,49.2,2018-08-30T00:00:00,2,2.55,11.0,25.0,4,10.3
5850000.0,41.1,2016-02-02T00:00:00,1,,19.0,18.0,6,10.0
4780000.0,54.0,2017-06-13T00:00:00,2,,12.0,27.6,11,11.0
2850000.0,42.0,2015-12-14T00:00:00,3,2.5,5.0,30.1,2,5.3
3499000.0,35.0,2018-01-22T00:00:00,1,2.52,9.0,18.2,9,7.0
6300000.0,46.3,2016-09-11T00:00:00,1,2.8,19.0,20.5,18,15.0
3100000.0,30.8,2018-08-01T00:00:00,1,2.54,5.0,18.5,5,5.4
2400000.0,61.0,2017-06-07T00:00:00,3,,9.0,43.0,6,6.0
4950000.0,52.0,2018-01-12T00:00:00,2,,12.0,36.2,5,7.0
2250000.0,30.1,2018-10-16T00:00:00,1,2.5,5.0,17.3,5,5.4
4700000.0,54.1,2017-11-22T00:00:00,2,2.6,9.0,31.0,7,8.8
4250000.0,37.0,2017-09-28T00:00:00,1,2.7,16.0,15.0,3,10.0
2635000.0,36.6,2017-12-01T00:00:00,1,2.8,12.0,17.0,10,11.0
6500000.0,73.1,2018-03-16T00:00:00,3,2.6,9.0,43.0,9,17.0
3650000.0,39.0,2019-02-03T00:00:00,1,3.0,15.0,18.0,10,9.0
3860000.0,42.6,2017-04-17T00:00:00,2,2.5,5.0,28.0,2,6.0
5500000.0,54.0,2017-09-10T00:00:00,1,2.8,25.0,21.0,8,12.0
2950000.0,54.0,2017-11-27T00:00:00,2,,9.0,28.0,2,12.0
1920000.0,32.0,2017-09-10T00:00:00,1,2.5,5.0,19.2,2,6.0
3450000.0,37.0,2018-02-01T00:00:00,1,2.6,5.0,22.37,5,6.0
2926000.0,35.97,2018-05-03T00:00:00,1,2.65,26.0,,13,9.22
2800000.0,53.5,2017-07-07T00:00:00,2,2.6,9.0,30.5,9,8.2
4990000.0,61.0,2017-08-05T00:00:00,3,2.5,9.0,43.6,6,6.3
6200000.0,60.0,2017-04-10T00:00:00,2,,9.0,37.0,6,11.0
6150000.0,37.0,2018-08-08T00:00:00,1,2.65,9.0,18.0,4,11.0
9150000.0,62.8,2018-09-13T00:00:00,2,,16.0,37.0,11,11.9
1000000.0,37.0,2017-09-13T00:00:00,1,,5.0,17.5,2,8.5
5300000.0,38.0,2016-05-20T00:00:00,1,,9.0,17.5,4,
3700000.0,40.0,2015-06-04T00:00:00,1,3.0,3.0,25.0,3,15.0
2300000.0,35.0,2017-09-22T00:00:00,1,,17.0,19.0,11,7.0
4300000.0,37.2,2019-02-12T00:00:00,1,2.7,16.0,18.3,3,8.1
8950000.0,87.0,2016-04-15T00:00:00,2,2.67,26.0,43.0,25,15.0
4440000.0,41.0,2017-07-02T00:00:00,1,,17.0,3.0,17,11.0
10500000.0,77.8,2018-10-04T00:00:00,2,,25.0,42.4,15,13.5
7300000.0,72.0,2019-02-09T00:00:00,4,3.2,4.0,56.0,4,10.0
2182000.0,35.0,2018-09-27T00:00:00,1,,12.0,15.0,12,9.3
5099000.0,51.2,2018-02-08T00:00:00,2,2.5,5.0,30.1,4,6.8
10366538.0,83.7,2018-07-04T00:00:00,3,3.3,16.0,52.21,3,11.78
5740000.0,48.0,2016-06-10T00:00:00,2,2.6,18.0,26.0,2,9.0
2940000.0,54.0,2017-08-26T00:00:00,2,,9.0,31.0,6,9.0
30500000.0,104.0,2016-07-28T00:00:00,3,3.0,12.0,59.0,4,13.0
5182000.0,61.0,2015-03-10T00:00:00,2,,23.0,32.0,6,12.0
3800000.0,42.0,2019-01-10T00:00:00,2,2.5,5.0,27.6,1,5.2
9500000.0,115.0,2016-11-13T00:00:00,4,,6.0,80.0,1,13.0
8800000.0,80.0,2019-05-03T00:00:00,3,2.8,17.0,31.0,15,27.0
13500000.0,75.7,2017-10-12T00:00:00,2,,16.0,34.2,13,17.8
6460000.0,67.9,2019-02-27T00:00:00,3,3.1,6.0,,3,
3400000.0,41.0,2018-09-21T00:00:00,1,,18.0,15.7,3,11.6
4500000.0,55.6,2018-03-24T00:00:00,2,2.64,12.0,33.5,10,10.5
7650000.0,54.0,2016-05-16T00:00:00,2,,16.0,30.0,6,8.5
800000.0,30.0,2017-04-22T00:00:00,1,,5.0,16.0,5,6.0
1940000.0,48.0,2018-06-18T00:00:00,2,2.5,5.0,,1,
6300000.0,71.0,2019-03-13T00:00:00,3,2.5,9.0,48.0,4,8.3
6899000.0,72.0,2018-09-04T00:00:00,3,2.7,14.0,48.0,3,8.0
3100000.0,30.8,2016-06-01T00:00:00,1,2.6,5.0,17.0,5,5.62
3990000.0,45.8,2018-07-31T00:00:00,1,,10.0,18.2,9,13.1
2500000.0,33.0,2018-02-08T00:00:00,1,2.55,5.0,18.0,1,6.0
25092624.0,266.2,2015-12-08T00:00:00,5,3.0,3.0,155.1,1,11.6
11300000.0,90.0,2017-10-19T00:00:00,4,3.0,5.0,55.5,5,9.0
3600000.0,32.0,2017-10-13T00:00:00,1,2.6,12.0,14.0,4,7.5
5600000.0,44.5,2018-04-06T00:00:00,1,2.75,22.0,17.5,13,10.8
1300000.0,62.5,2018-03-24T00:00:00,3,,5.0,,4,
4300000.0,37.0,2017-10-26T00:00:00,1,,11.0,16.0,7,10.0
3850000.0,29.6,2018-07-09T00:00:00,1,2.6,9.0,15.3,5,7.1
1700000.0,59.1,2018-09-13T00:00:00,3,,5.0,44.0,5,5.6
6650000.0,68.9,2019-01-23T00:00:00,3,2.5,9.0,42.1,6,7.9
11200000.0,85.0,2015-07-06T00:00:00,2,2.92,4.0,48.0,3,12.0
2900000.0,31.0,2017-05-04T00:00:00,1,,5.0,16.0,2,7.0
3250000.0,32.0,2019-02-14T00:00:00,1,2.5,9.0,18.0,1,6.3
2900000.0,31.2,2016-06-13T00:00:00,1,,5.0,17.7,4,6.0
10999000.0,89.0,2019-03-22T00:00:00,3,3.68,5.0,29.0,1,35.0
4390000.0,46.0,2018-08-14T00:00:00,2,2.55,9.0,30.0,6,6.6
1750000.0,59.0,2019-01-24T00:00:00,3,2.5,5.0,41.0,2,5.5
6870000.0,63.0,2017-10-07T00:00:00,2,2.6,25.0,32.0,22,10.4
5300000.0,38.9,2019-02-19T00:00:00,1,3.07,15.0,18.3,13,8.5
13000000.0,92.0,2016-10-16T00:00:00,3,2.75,23.0,58.0,4,15.0
6300000.0,51.0,2017-12-29T00:00:00,2,2.6,13.0,,12,
1170000.0,47.8,2018-06-24T00:00:00,2,,3.0,24.7,2,8.3
38500000.0,179.0,2017-11-03T00:00:00,4,3.0,10.0,97.0,10,38.0
14450000.0,95.5,2017-09-13T00:00:00,4,,4.0,63.4,4,11.5
3400000.0,42.3,2017-01-24T00:00:00,1,2.7,20.0,11.9,3,21.9
8200000.0,52.5,2014-11-27T00:00:00,1,,8.0,21.5,2,15.1
4100000.0,44.0,2017-06-30T00:00:00,2,,5.0,26.0,3,6.0
6850000.0,75.0,2015-03-09T00:00:00,3,3.3,5.0,54.7,5,8.2
8500000.0,80.3,2018-04-15T00:00:00,3,3.0,5.0,57.9,4,8.1
1590000.0,36.7,2018-09-04T00:00:00,1,2.5,4.0,18.0,3,9.0
4100000.0,50.0,2018-02-05T00:00:00,2,2.5,5.0,29.6,5,6.0
1900000.0,42.0,2017-10-30T00:00:00,1,2.5,4.0,27.0,3,6.0
30000000.0,110.1,2017-02-19T00:00:00,2,3.55,7.0,48.2,4,19.1
3890000.0,37.0,2017-07-08T00:00:00,1,,9.0,18.0,5,6.7
3500000.0,62.7,2017-08-14T00:00:00,3,2.5,5.0,46.8,2,5.9
4950000.0,46.4,2017-12-07T00:00:00,2,,25.0,16.6,2,11.0
1500000.0,30.0,2017-02-17T00:00:00,1,,2.0,17.0,2,5.0
15750000.0,214.0,2018-06-15T00:00:00,4,,17.0,159.2,17,40.0
